Orth	 Pron	 Note	 Note	 EN(sense1.i)	 EN(sense1.ii)	 EN(sense1.iii)	 ES (sense1.i)	 ES (sense1.ii)	 ES (sense1.iii)	 Dom(sense1.i)	 POS(sense1)	 Example (sense 1)	 Example (EN)	 Example (ES)	
yua tayoo				?			?					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua tayoo , ntua isu , ntua taya'a tsi tikua ñu'u .	And also we again grow crops that people eat such as (?), (?), (?), and (?).	Y también, crecemos de nuevo cultivos que la gente comen como (?), (?), (?), y (?).
ntata'vi ti				it (animal) tills			él (animal) ara					Kivi stiki ntata'vi ti ñu'u sara ntasa'a na uvi yata .		
tikua ñu'u				?			?					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua tayoo , ntua isu , ntua taya'a tsi tikua ñu'u .	And also we again grow crops that people eat such as (?), (?), (?), and (?).	Y también, crecemos de nuevo cultivos que la gente comen como (?), (?), (?), y (?).
tikuaa				orange			naranja					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
tikumi				onion			cebolla					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
				?			?					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
tinana				tomatoe			tomate					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
tintixi				corn plant			planta de maíz					Kuena yee ñuu yoko tsaki na tintixi , nchika , ntoo , tinana tsi ntixi .		
tintuyu				squash	pumkin							Kuena yee ñuu vitsi xiko na nche'e , nche'e nkutsi , makuxi , nchichi , mi'ncha , naña , tintuyu , ntua ña'mi tsi ña'mi .	The people who live in town (?) sell peaches, (?), (?), (?), prickly pears, (?), squash, vegitable yams and yams.	La gente que viven en el pueblo (?) vendan duraznos, (?), (?), (?), ñopales, (?), (?), ñames verduras y ñames.
				herbs			hierbas					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
tono				such as			como					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua tayoo , ntua isu , ntua taya'a tsi tikua ñu'u .	And also we again grow crops that people eat such as (?), (?), (?), and (?).	Y también, crecemos de nuevo cultivos que la gente comen como (?), (?), (?), y (?).
				roots of the plant			raíz de la planta					Kua'a nchu'a kue nivi chi'i na tata savi , tu'un na ku'u sara chika na tata tsa'a itu .	A lot of people pour fertilizer (?), pull weeds, and then apply the fertilizer to the roots of the corn plants.	Mucha gente echan, tiran malas hierbas y ponen los cultivos en el campo.
tsa'ncha na				they chop			cortan					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
tsa'nu kue				we grow			crecemos					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
tsa'nu				grow			crece					Vii nchu'a tsa'nu kue icha , saani tsa'nu tuku kue ku'u .	The grasses grow very well and the weeds also grow back.	Las hierbas crecen muy bien y también las malas hierbas vuelven.
tsa'un				fifteen			quinze					Chi'i na chikuii nuu ñu'u sara nchatu na kuaa tsa'un kii .	The people water the ground and then they wait about fifteen days.	La gente riegan la tierra y esperan aproximadamente quinze días.
tsaki kuena				they plant			plantan					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
tsaki na				they plant			plantan					Kuena yee ñuu yoko tsaki na tintixi , nchika , ntoo , tinana tsi ntixi .		
tsaki na				they plant			plantan					Nuu yee chikuii tsaki na aju , tikumi , kulantru , lechuga tsi lenteja .		
tsani 				they dig			removen					Tsani na tsichi tsi stiki a tsani na ta merka .	They make ditches with a bull or make marks(?).	
tsani na				they dig			cavan					Cha yoo ichi kuena chi'i tata savi kitsaa na tsa'ncha na tsi ntasatutu na ntayo'o cha ntasava'a na ñu'u takua chi'i na itu sara kua marsu a avri ra nikitsaa na ntata'vi na ñu'u sara tsani na tsichi tsi stiki takua chi'i na tata .	And in the dry season they water the crops; the rains come, they chop and collect corn and they prepare the ground for them to water the corn field, and then around March to April they began to till the earth and then dig ditches to water the crops.	Y en la estación seca, regan los cultivos, empieza la lluvia, cortan y recogen el maiz y preparan la tierra para que riegan el maizal y aproximadamente marzo o avril, empiezan labrar la tierra y cavan acequias para regar los cultivos.
tsatsi na				people eat			la gente comen					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
tsatsi na				people eat			la gente come					Chi'i na tata a skana na ntiki kulantru a inka ntiki kue yuku ña tsatsi na .	They water the crops or sew cilantro seeds, or seeds for other crops that people eat.	Regan los cultivos o sembran semillas de cilantro o semillas para otros cultivos que la gente come.
tsatsi na				people eat	they eat		le gente comen	comen				Yoo savi ra yee nchu'a kue kui'i tsi kue yuku ña tsatsi na .	In the Rain Season there are a lot of fruits and plants that people eat.	En la estación de lluvia, hay muchas frutas y plantas que la gente comen.
tsatsi na				people eat			la gente comen					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua tayoo , ntua isu , ntua taya'a tsi tikua ñu'u .	And also we again grow crops that people eat such as (?), (?), (?), and (?).	Y también, crecemos de nuevo cultivos que la gente comen como (?), (?), (?), y (?).
tsi				and			y					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
tsi				with			con					Tsani na tsichi tsi stiki a tsani na ta merka .	They make ditches with a bull or make marks(?).	
tsichi				ditch			acequia					Tsani na tsichi tsi stiki a tsani na ta merka .	They make ditches with a bull or make marks(?).	
tsika ta tachi		
                  add expression to dictionary as related entry(?) to windadd expression to dictionary as related entry(?) to wind		it's very windy			es muy ventoso					Kue kuun savi cha tsika ta tachi , cha yoko nchu'a so .	It doesn't rain and it's very windy and it's very hot.	No llueve y es muy ventoso, y hace calor.
		
                  and stopand stop		they stop			dejan					Chi'i na chikuii mancha tsikuin na ta nikitsaa savi .	They water until they stop when the rains begin.	Regan hasta que dejan cuando empieza la lluvia.
				?			?					Ntachi'i na kuai nuu ma nita'via sara tsoso tuku na .	They till around the area where the crops have not yet bloomed, then they (?) again.	Labran alrededor donde no floreció los cultivos, y pues (?).
tu'un na				they pull			tiran					Kua'a nchu'a kue nivi chi'i na tata savi , tu'un na ku'u sara chika na tata tsa'a itu .	A lot of people pour fertilizer (?), pull weeds, and then apply the fertilizer to the roots of the corn plants.	Mucha gente echan, tiran malas hierbas y ponen los cultivos en el campo.
tuku				also			tambíen					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
tuku				again			de nuevo					Ntachi'i na kuai nuu ma nita'via sara tsoso tuku na .	They till around the area where the crops have not yet bloomed, then they (?) again.	Labran alrededor donde no floreció los cultivos, y pues (?).
				grows back	again		de nueva					Vii nchu'a tsa'nu kue icha , saani tsa'nu tuku kue ku'u .	The grasses grow very well and the weeds also grow back.	Las hierbas crecen muy bien y también las malas hierbas vuelven.
				many people			mucha gente					Saani kua'a tuku na skana ntuchi ncha'i tsi ntuchi kuitsi .	And then they (?) again, sew black bean and (?) beans.	Entonces (?) de nuevo, sembran frijoles negros y frijoles (?).
uvi				two			dos					Kivi stiki ntata'vi ti ñu'u sara ntasa'a na uvi yata .		
vitsi				during cold season			durante la estación fría					Kuena yee ñuu vitsi xiko na nche'e , nche'e nkutsi , makuxi , nchichi , mi'ncha , naña , tintuyu , ntua ña'mi tsi ña'mi .	The people who live in town (?) sell peaches, (?), (?), (?), prickly pears, (?), squash, vegitable yams and yams.	La gente que viven en el pueblo (?) vendan duraznos, (?), (?), (?), ñopales, (?), (?), ñames verduras y ñames.
chika vá'a na				they store away			guardan					Katsi na nii sara chika vá'a na ña .	They eat corn and then they store it away.	Coman el maiz y pues lo guardan.
xchaan na'a				in the morning			por la mañana					Vitsi ntisaan so xchaan na'a .	It is always very cold in the morning.	Hace siempre frío por la mañana.
xiko na				they sell			venden					Kuena yee ñuu vitsi xiko na nche'e , nche'e nkutsi , makuxi , nchichi , mi'ncha , naña , tintuyu , ntua ña'mi tsi ña'mi .	The people who live in town (?) sell peaches, (?), (?), (?), prickly pears, (?), squash, vegitable yams and yams.	La gente que viven en el pueblo (?) vendan duraznos, (?), (?), (?), ñopales, (?), (?), ñames verduras y ñames.
yata				plow			arado					Kivi stiki ntata'vi ti ñu'u sara ntasa'a na uvi yata .		
yata				plow			arrado					Tu'un na ku'u , chika na tata ra tava na yata iin sara ntane'e na itu .		
yee												Kuena yee kue ñuu yoko cha nuu yee chikuii sachuun kuena tata na'a .	?	?
												Kuena yee kue ñuu yoko cha nuu yee chikuii sachuun kuena tata na'a .	?	?
yee				there is			hay					Yoo savi ra yee nchu'a kue kui'i tsi kue yuku ña tsatsi na .	In the Rain Season there are a lot of fruits and plants that people eat.	En la estación de lluvia, hay muchas frutas y plantas que la gente comen.
kuena yee ñuu				the people of the town			la gente del pueblo					Kuena yee ñuu vitsi xiko na nche'e , nche'e nkutsi , makuxi , nchichi , mi'ncha , naña , tintuyu , ntua ña'mi tsi ña'mi .	The people who live in town (?) sell peaches, (?), (?), (?), prickly pears, (?), squash, vegitable yams and yams.	La gente que viven en el pueblo (?) vendan duraznos, (?), (?), (?), ñopales, (?), (?), ñames verduras y ñames.
nuu yee				?			?					Nuu yee chikuii tsaki na aju , tikumi , kulantru , lechuga tsi lenteja .		
kue yoo yo'o				these months			estes meses					Kue yoo yo'o kuun nchu'a savi .	These months it rains a lot.	En estes meses llueve mucho.
yoko nchu'a so		
                  add expression to dictionary as related entry(?) to hot (I ony have "i'ni" as 'hot', check with speakers to see if I should add "yoko" also, and if they're different.add expression to dictionary as related entry(?) to hot (I ony have "i'ni" as 'hot', check with speakers to see if I should add "yoko" also, and if they're different.		it's very hot			hace mucho calor					Kue kuun savi cha tsika ta tachi , cha yoko nchu'a so .	It doesn't rain and it's very windy and it's very hot.	No llueve y es muy ventoso, y hace calor.
yoko				hot			calor					Kuena yee kue ñuu yoko cha nuu yee chikuii sachuun kuena tata na'a .	?	?
yoko				hot			caliente					Kuena yee ñuu yoko tsaki na tintixi , nchika , ntoo , tinana tsi ntixi .		
kue yoo yo'o				these months			estes meses					Kue yoo yo'o kuun nchu'a savi .	These months it rains a lot.	En estes meses llueve mucho.
kuun yu'a		
                  Why not "kuun iin"? is this just to explain hail before using the vocabularyWhy not "kuun iin"? is this just to explain hail before using the vocabulary		ice falls			graniza					Yee kii kuun yu'a .	Some days ice falls.	
				herbs			hierbas					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
				?			?					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
				?			?					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
yuku				plant			planta					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
zanahoria				carrot			zanajoria					Saani tsaki kuena kue kulantru , aju , zanahoria , ntua ña'mi , tikumi , lechuga , ntua kua'a , lima , tikuaa , tinana , tinana soo tsi mi'ncha .	And then they plant cilantro, garlic, carrots, yams, onion, lettuce, gourds, limes, oranges, tomatoes, (?) and prickly pears.	Y entonces plantan cilantro, ajo, zanahorias, ñames, cebollas, lechuga, guaje, calabaza, limas, naranjas, tomates, (?) y ñopales. 
ña				that			que					Saani tsa'nu tuku kue yuku ña tsatsi na tono yua , minu , yua tayoo , yua tikumi tsi mastansia .	Additionally, we also grow herbs that people eat like herbs, mint, (tayoo - type of herb), (yua tikumi - type of herb), and mustard.	Además crecemos tambien hierbas que la gente comen como hierbas, menta, (tayoo), (yua tikumi), y mostaza.
ña				it			lo					Katsi na nii sara chika vá'a na ña .	They eat corn and then they store it away.	Coman el maiz y pues lo guardan.
				vegitable yams			ñame verdura					Kuena yee ñuu vitsi xiko na nche'e , nche'e nkutsi , makuxi , nchichi , mi'ncha , naña , tintuyu , ntua ña'mi tsi ña'mi .	The people who live in town (?) sell peaches, (?), (?), (?), prickly pears, (?), squash, vegitable yams and yams.	La gente que viven en el pueblo (?) vendan duraznos, (?), (?), (?), ñopales, (?), (?), ñames verduras y ñames.
ña'mi				yams			ñame					Kuena yee ñuu vitsi xiko na nche'e , nche'e nkutsi , makuxi , nchichi , mi'ncha , naña , tintuyu , ntua ña'mi tsi ña'mi .	The people who live in town (?) sell peaches, (?), (?), (?), prickly pears, (?), squash, vegitable yams and yams.	La gente que viven en el pueblo (?) vendan duraznos, (?), (?), (?), ñopales, (?), (?), ñames verduras y ñames.
nuu ñu'u				on the ground			en la tierra					Chi'i na chikuii nuu ñu'u sara nchatu na kuaa tsa'un kii .	The people water the ground and then they wait about fifteen days.	La gente riegan la tierra y esperan aproximadamente quinze días.
ñu'u				ground	earth		tierra					Kivi stiki ntata'vi ti ñu'u sara ntasa'a na uvi yata .		
ñuu				town			pueblo					Kuena yee kue ñuu yoko cha nuu yee chikuii sachuun kuena tata na'a .	?	?
kuena yee ñuu				the people of the town			la gente del pueblo					Kuena yee ñuu vitsi xiko na nche'e , nche'e nkutsi , makuxi , nchichi , mi'ncha , naña , tintuyu , ntua ña'mi tsi ña'mi .	The people who live in town (?) sell peaches, (?), (?), (?), prickly pears, (?), squash, vegitable yams and yams.	La gente que viven en el pueblo (?) vendan duraznos, (?), (?), (?), ñopales, (?), (?), ñames verduras y ñames.

