xml_file,wav_file,token_n,start,end,orth,ipa_gold,ipa_notone,ipa_full_normalized,changed,source_corpus
N_sun_02_spkrJS.xml,N_sun_02_spkrJS.wav,1,0,1.08,nikanchii,ni˩k˩andʒiː↘↗,nikandʒiː,nikand͡ʒii,yes,single-word
N_swallow_01_TS.xml,N_swallow_01_TS.wav,1,0,0.86,tixikua,ti˩ʃi˩kwa↗,tiʃikwa,tiʃikwa,yes,single-word
N_tail_feather_01_02_spkrJS.xml,N_tail_feather_01_02_spkrJS.wav,1,0,1.89,tumi,d̪u↘mi↗,d̪umi,d̪umi,yes,single-word
N_tail_feather_01_02_spkrJS.xml,N_tail_feather_01_02_spkrJS.wav,2,1.89,3.78,tumi,d̪u↘mi↗ꜜ,d̪umi,d̪umi,yes,single-word
N_tongue_01_spkrJS.xml,N_tongue_01_spkrJS.wav,1,0,0.89,jaa,jaː↘↗,jaː,jaa,yes,single-word
N_tongue_02_spkrJS.xml,N_tongue_02_spkrJS.wav,1,0,0.64,jaa,jaː↘↗,jaː,jaa,yes,single-word
N_turkey_f_01_TS.xml,N_turkey_f_01_TS.wav,1,0,0.85,koni,ko˥ni˥,koni,koni,yes,single-word
N_turkey_m_01_TS.xml,N_turkey_m_01_TS.wav,1,0,0.81,kolo,ko˥lo˥,kolo,kolo,yes,single-word
N_vulcher_01_TS.xml,N_vulcher_01_TS.wav,1,0,0.91,lochi,lo˥ʧi˥,loʧi,lot͡ʃi,yes,single-word
N_woodpecker_01_TS.xml,N_woodpecker_01_TS.wav,1,0,0.83,taka,t̬a↗ka↘,t̬aka,t̬aka,yes,single-word
PRON_1pl_excl_01_02_JS.xml,PRON_1pl_excl_01_02_JS.wav,1,0,1.66,meeko,meː˧ɣo↗,meːɣo,meeɣo,yes,single-word
PRON_1pl_excl_01_02_JS.xml,PRON_1pl_excl_01_02_JS.wav,2,1.66,3.32,meeko,meː˧ɣo↗,meːɣo,meeɣo,yes,single-word
PRON_1pl_incl_JS.xml,PRON_1pl_incl_JS.wav,1,0,1.24,meekue,meː˩we˧,meːwe,meewe,yes,single-word
PRON_1s_01_JS.xml,PRON_1s_01_JS.wav,1,0,0.56,mee,mɛː↗,mɛː,mɛɛ,yes,single-word
PRON_2pl_all_01_02_JS.xml,PRON_2pl_all_01_02_JS.wav,1,0,1.75,meekue yu,meː↗we˧ju↗,meːweju,meeweju,yes,single-word
PRON_2pl_all_01_02_JS.xml,PRON_2pl_all_01_02_JS.wav,2,1.75,3.51,meekue yu,meː↗we˧ju↗,meːweju,meeweju,yes,single-word
PRON_2s_form_01_JS.xml,PRON_2s_form_01_JS.wav,1,0,0.31,ni,ni↗,ni,ni,yes,single-word
PRON_2s_inf_02_JS.xml,PRON_2s_inf_02_JS.wav,1,0,0.68,meu,me:˧ũ↗,me:ũ,me:ũ,yes,single-word
PRON_3pl_form_01_02_JS.xml,PRON_3pl_form_01_02_JS.wav,1,0,1.26,naká,na˩k̬a↗,nak̬a,nak̬a,yes,single-word
PRON_3pl_form_01_02_JS.xml,PRON_3pl_form_01_02_JS.wav,2,1.26,2.52,naká,na˩k̬a↗,nak̬a,nak̬a,yes,single-word
PRON_3s_f_inf_01_02_JS.xml,PRON_3s_f_inf_01_02_JS.wav,1,0,1.66,ñáká,ɲa˧ꜛk̬a˥,ɲaꜛk̬a,ɲaꜛk̬a,yes,single-word
PRON_3s_f_inf_01_02_JS.xml,PRON_3s_f_inf_01_02_JS.wav,2,1.66,3.31,ñáká,ɲa˧k̬a˥,ɲak̬a,ɲak̬a,yes,single-word
PRON_3s_m_inf_01_02_JS.xml,PRON_3s_m_inf_01_02_JS.wav,1,0,1.43,chaká,tʃaˑ↘k̬a↗,tʃaˑk̬a,t͡ʃaˑk̬a,yes,single-word
PRON_3s_m_inf_01_02_JS.xml,PRON_3s_m_inf_01_02_JS.wav,2,1.43,2.86,chaká,tʃa↘ꜜk̬a˥ꜜ,tʃak̬a,t͡ʃak̬a,yes,single-word
PRP_across_01_spkrJS.xml,PRP_across_01_spkrJS.wav,1,0,1.45,inka,ĩ˥ŋgaː˩,ĩŋgaː,ĩŋgaa,yes,single-word
PRP_across_02_spkrJS.xml,PRP_across_02_spkrJS.wav,2,0,1.36,inka,ŋ˥k̬↘aː,ŋk̬aː,ŋk̬aa,yes,single-word
PRP_across_03_spkrJS.xml,PRP_across_03_spkrJS.wav,1,0,1.35,inka,ĩː˥ŋgaː˩,ĩːŋgaː,ĩːŋgaa,yes,single-word
P_five_chicken_eggs_01_spkrJS.xml,P_five_chicken_eggs_01_spkrJS.wav,1,0,1.83,u'un,ũ∙ʔm̹↘,ũʔm̹,ũʔm̹,yes,single-word
P_new_heart_01_spkrTS.xml,P_new_heart_01_spkrTS.wav,1,0,1.08,ana,a∙na↘,ana,ana,yes,single-word
P_nine_husbands_01_spkrJS.xml,P_nine_husbands_01_spkrJS.wav,1,0,1.38,iin,iː↘,iː,ii,yes,single-word
P_nine_husbands_02_spkrJS.xml,P_nine_husbands_02_spkrJS.wav,1,0,1.48,iin,ĩː↘,ĩː,ĩː,yes,single-word
P_that_thin_green_fruit_01_spkrJS.xml,P_that_thin_green_fruit_01_spkrJS.wav,1,0,3.77,iki,i˧ki˩,iki,iki,yes,single-word
P_that_thin_green_fruit_02_spkrJS.xml,P_that_thin_green_fruit_02_spkrJS.wav,1,0,3.02,iki,i˧k˥i,iki,iki,yes,single-word
P_thin_green_fruit_1st_sg_01_spkrJS.xml,P_thin_green_fruit_1st_sg_01_spkrJS.wav,1,0,3.70,iki,i˧ki˥,iki,iki,yes,single-word
P_thin_green_fruit_1st_sg_02_spkrJS.xml,P_thin_green_fruit_1st_sg_02_spkrJS.wav,1,0,3.70,iki,i˧k↗i,iki,iki,yes,single-word
QNTY_all_everything_01_02_03_spkrTS.xml,QNTY_all_everything_01_02_03_spkrTS.wav,1,0,1.22,nti'i,nd̪i↗ʔ↘i,nd̪iʔi,nd̪iʔi,yes,single-word
QNTY_all_everything_01_02_03_spkrTS.xml,QNTY_all_everything_01_02_03_spkrTS.wav,2,1.22,2.39,nti'i,nd̪i↗ʔi↘,nd̪iʔi,nd̪iʔi,yes,single-word
QNTY_all_everything_01_02_03_spkrTS.xml,QNTY_all_everything_01_02_03_spkrTS.wav,3,2.39,3.54,nti'i,nd̪i˥ʔi↘,nd̪iʔi,nd̪iʔi,yes,single-word
QNTY_everyone_01_02_03_spkrTS.xml,QNTY_everyone_01_02_03_spkrTS.wav,1,0,1.13,nti'i,nd̪i˥ʔi↘,nd̪iʔi,nd̪iʔi,yes,single-word
QNTY_everyone_01_02_03_spkrTS.xml,QNTY_everyone_01_02_03_spkrTS.wav,2,1.13,2.21,nti'i,nd̪i↗ʔi↘,nd̪iʔi,nd̪iʔi,yes,single-word
QNTY_everyone_01_02_03_spkrTS.xml,QNTY_everyone_01_02_03_spkrTS.wav,3,2.21,3.26,nti'i,nd̪i˥ʔi↘,nd̪iʔi,nd̪iʔi,yes,single-word
QNTY_few_01_02_03_TS.xml,QNTY_few_01_02_03_TS.wav,1,0,0.72,xoo,ʃoː↘↗,ʃoː,ʃoo,yes,single-word
QNTY_few_01_02_03_TS.xml,QNTY_few_01_02_03_TS.wav,2,0.72,1.48,xoo,ʃoː↘↗ꜜ,ʃoː,ʃoo,yes,single-word
QNTY_few_01_02_03_TS.xml,QNTY_few_01_02_03_TS.wav,3,1.48,2.30,xoo,ʃoː↘↗ꜜ,ʃoː,ʃoo,yes,single-word
QNTY_nobody_01_02_03_spkrTS.xml,QNTY_nobody_01_02_03_spkrTS.wav,1,0,0.87,koo,koː↗,koː,koo,yes,single-word
QNTY_nobody_01_02_03_spkrTS.xml,QNTY_nobody_01_02_03_spkrTS.wav,2,0.87,1.79,koo,koː↗,koː,koo,yes,single-word
QNTY_nobody_01_02_03_spkrTS.xml,QNTY_nobody_01_02_03_spkrTS.wav,3,1.79,2.83,koo,koː↗,koː,koo,yes,single-word
QNTY_none-nothing_01_02_03_spkrTS.xml,QNTY_none-nothing_01_02_03_spkrTS.wav,1,0,0.83,niña'a,ni˧ɲa̰∙ʔa↗ꜜ,niɲa̰ʔa,niɲaʔa,yes,single-word
QNTY_none-nothing_01_02_03_spkrTS.xml,QNTY_none-nothing_01_02_03_spkrTS.wav,2,0.83,1.85,niña'a,ni˧ɲa̰∙ʔa↗ꜜ,niɲa̰ʔa,niɲaʔa,yes,single-word
QNTY_none-nothing_01_02_03_spkrTS.xml,QNTY_none-nothing_01_02_03_spkrTS.wav,3,1.85,2.81,niña'a,ni˧ɲa˩ʔa↗ꜜ,niɲaʔa,niɲaʔa,yes,single-word
Q_do_you_inf_see_me_RESP_yes_I_see_you_inf_01_02_spkrTS.xml,Q_do_you_inf_see_me_RESP_yes_I_see_you_inf_01_02_spkrTS.wav,1,0,1.99,aan,ãː↘,ãː,ãː,yes,single-word
Q_do_you_inf_see_me_RESP_yes_I_see_you_inf_01_02_spkrTS.xml,Q_do_you_inf_see_me_RESP_yes_I_see_you_inf_01_02_spkrTS.wav,2,1.99,3.98,aan,ãː↘,ãː,ãː,yes,single-word
SET_days_of_the_week_01_02_TS.xml,SET_days_of_the_week_01_02_TS.wav,1,0,1.21,lonix,lo↗ni↘ʃ,loniʃ,loniʃ,yes,single-word
SET_days_of_the_week_01_02_TS.xml,SET_days_of_the_week_01_02_TS.wav,2,1.21,2.66,marstix,ma˧rsti∙ʃ,marstiʃ,marstiʃ,yes,single-word
SET_days_of_the_week_01_02_TS.xml,SET_days_of_the_week_01_02_TS.wav,3,2.66,4.06,merkolix,mɛ∙rko∙lɪ∙ʃ,mɛrkolɪʃ,mɛrkolɪʃ,yes,single-word
SET_days_of_the_week_01_02_TS.xml,SET_days_of_the_week_01_02_TS.wav,4,4.06,5.16,huevix,we↗↘ꜜviʃ,weviʃ,weviʃ,yes,single-word
SET_days_of_the_week_01_02_TS.xml,SET_days_of_the_week_01_02_TS.wav,5,5.16,6.22,viernix,vj∙erni˩ʃ,vjerniʃ,vjerniʃ,yes,single-word
SET_days_of_the_week_01_02_TS.xml,SET_days_of_the_week_01_02_TS.wav,6,6.22,6.99,suetu,swe∙t̪o˩,swet̪o,swet̪o,yes,single-word
SET_days_of_the_week_01_02_TS.xml,SET_days_of_the_week_01_02_TS.wav,7,6.99,8.29,dominko,do˩mi˥ŋgo∙,domiŋgo,domiŋgo,yes,single-word
SET_days_of_the_week_01_02_TS.xml,SET_days_of_the_week_01_02_TS.wav,8,8.29,10.07,lonix,lo↗ni↘ʃ,loniʃ,loniʃ,yes,single-word
SET_days_of_the_week_01_02_TS.xml,SET_days_of_the_week_01_02_TS.wav,9,10.07,11.10,marstix,ma↗rsti∙ʃ,marstiʃ,marstiʃ,yes,single-word
SET_days_of_the_week_01_02_TS.xml,SET_days_of_the_week_01_02_TS.wav,10,11.10,12.05,merkolix,me˥rko∙li∙ʃ,merkoliʃ,merkoliʃ,yes,single-word
SET_days_of_the_week_01_02_TS.xml,SET_days_of_the_week_01_02_TS.wav,11,12.05,12.96,huevix,we˥vi↘ʃ,weviʃ,weviʃ,yes,single-word
SET_days_of_the_week_01_02_TS.xml,SET_days_of_the_week_01_02_TS.wav,12,12.96,14.17,viernix,vje↗rni↘ʃ,vjerniʃ,vjerniʃ,yes,single-word
SET_days_of_the_week_01_02_TS.xml,SET_days_of_the_week_01_02_TS.wav,13,14.17,15.06,suetu,swe˥t̪u↘,swet̪u,swet̪u,yes,single-word
SET_days_of_the_week_01_02_TS.xml,SET_days_of_the_week_01_02_TS.wav,14,15.06,16.85,dominko,d̪o˧mi˥ŋgo↘,d̪omiŋgo,d̪omiŋgo,yes,single-word
SOC_good_bye_01_02_03_spkrTS.xml,SOC_good_bye_01_02_03_spkrTS.wav,1,0,1.17,sana,sa↘na˥,sana,sana,yes,single-word
SOC_good_bye_01_02_03_spkrTS.xml,SOC_good_bye_01_02_03_spkrTS.wav,2,1.17,2.60,sana,sa↘ꜜna↗,sana,sana,yes,single-word
SOC_good_bye_01_02_03_spkrTS.xml,SOC_good_bye_01_02_03_spkrTS.wav,3,2.60,3.94,sana,s↘ana↗,sana,sana,yes,single-word
SOC_thank_you_form_01_02_spkrTS.xml,SOC_thank_you_form_01_02_spkrTS.wav,1,0,1.01,tatsa'vi,t̬̪a˩tsa̰∙ʔvi↘,t̬̪atsa̰ʔvi,t̬̪at͡saʔvi,yes,single-word
SOC_thank_you_form_01_02_spkrTS.xml,SOC_thank_you_form_01_02_spkrTS.wav,2,1.01,2.01,tatsa'vi,t̬a˩tsa̰∙ʔvi↗,t̬atsa̰ʔvi,t̬at͡saʔvi,yes,single-word
SOC_thank_you_inf_01_02_spkrTS.xml,SOC_thank_you_inf_01_02_spkrTS.wav,1,0,1.15,tatsa'vo,t̬a˩tsa̰∙ʔv↗o,t̬atsa̰ʔvo,t̬at͡saʔvo,yes,single-word
SOC_thank_you_inf_01_02_spkrTS.xml,SOC_thank_you_inf_01_02_spkrTS.wav,2,1.15,2.30,tatsa'vo,t̬̪a˩tsa̰˥ʔvo↗,t̬̪atsa̰ʔvo,t̬̪at͡saʔvo,yes,single-word
S_ARVL-HM_my_brothers_are_coming_home_01_02_03_04_TS.xml,S_ARVL-HM_my_brothers_are_coming_home_01_02_03_04_TS.wav,1,0,1.36,vatsi,βa˥↘tsi˩,βatsi,βat͡si,yes,single-word
S_ARVL-HM_my_brothers_are_coming_home_01_02_03_04_TS.xml,S_ARVL-HM_my_brothers_are_coming_home_01_02_03_04_TS.wav,2,1.36,2.86,vatsi,βa˥ꜜ↘tsi↘,βatsi,βat͡si,yes,single-word
S_ARVL-HM_my_brothers_are_coming_home_01_02_03_04_TS.xml,S_ARVL-HM_my_brothers_are_coming_home_01_02_03_04_TS.wav,4,4.23,5.77,vatsia,βa˥tsi↘,βatsi,βat͡si,yes,single-word
S_ARVL_approaching_fast_3s_inf_01_02_03_TS.xml,S_ARVL_approaching_fast_3s_inf_01_02_03_TS.wav,1,0,3.56,tsa'an,tsãː˥,tsãː,t͡sãː,yes,single-word
S_ARVL_approaching_fast_3s_inf_01_02_03_TS.xml,S_ARVL_approaching_fast_3s_inf_01_02_03_TS.wav,2,3.56,5.67,tsa'an,tsãː↘↗↘,tsãː,t͡sãː,yes,single-word
S_ARVL_approaching_fast_3s_inf_01_02_03_TS.xml,S_ARVL_approaching_fast_3s_inf_01_02_03_TS.wav,3,5.67,8.27,tsa'a,tsaː˧,tsaː,t͡saa,yes,single-word
S_ARVL_approaching_very_slowly_01_02_03_TS.xml,S_ARVL_approaching_very_slowly_01_02_03_TS.wav,2,2.84,4.64,kueen,kwẽː↗↘,kwẽː,kwẽː,yes,single-word
S_ATRB_be_siblings_Pablo_Maria_1st_sg_02_spkrTS.xml,S_ATRB_be_siblings_Pablo_Maria_1st_sg_02_spkrTS.wav,1,0,3.53,ña,ɲã↘,ɲã,ɲã,yes,single-word
S_ATRB_mother_1st_pl_excl_name_Herminia_01_spkrTS.xml,S_ATRB_mother_1st_pl_excl_name_Herminia_01_spkrTS.wav,1,0,2.57,maa,maː˥,maː,maa,yes,single-word
S_ATRB_that_man_be_PRS_bad_01_spkrTS.xml,S_ATRB_that_man_be_PRS_bad_01_spkrTS.wav,1,0,1.30,<ui J a_F,ɲa↘,ɲa,ɲa,yes,single-word
S_ATTRB_1s_teacher_also_01_02_03_TS.xml,S_ATTRB_1s_teacher_also_01_02_03_TS.wav,1,0,2.05,mee,mɛː↗,mɛː,mɛɛ,yes,single-word
S_ATTRB_Pablo_and_Maria_are_teachers_01_TS.xml,S_ATTRB_Pablo_and_Maria_are_teachers_01_TS.wav,2,0,3.70,Maria,ma˩ɾia˥˧,maɾia,maɾia,yes,single-word
S_ATTRB_grampas_hat_is_nice_01_02_TS.xml,S_ATTRB_grampas_hat_is_nice_01_02_TS.wav,1,0,3.12,che'e,tʃɛ̰ː↘↗,tʃɛ̰ː,t͡ʃɛ̰ɛ̰,yes,single-word
S_ATTRB_grampas_hat_is_nice_01_02_TS.xml,S_ATTRB_grampas_hat_is_nice_01_02_TS.wav,2,3.12,5.56,che'e,tʃɛ̰ː↘,tʃɛ̰ː,t͡ʃɛ̰ɛ̰,yes,single-word
S_ATTRB_now_she-grandmother_is_old_01_02_TS.xml,S_ATTRB_now_she-grandmother_is_old_01_02_TS.wav,1,0,1.47,vichi,vi↘tʃi↗,vitʃi,vit͡ʃi,yes,single-word
S_ATTRB_now_she-grandmother_is_old_01_02_TS.xml,S_ATTRB_now_she-grandmother_is_old_01_02_TS.wav,2,1.47,2.62,vichi,vi↘tʃ˥i,vitʃi,vit͡ʃi,yes,single-word
S_ATTRB_pants_1s_are_blue_01_02_TS.xml,S_ATTRB_pants_1s_are_blue_01_02_TS.wav,1,0,2.12,satu,sa˧t̪u˥,sat̪u,sat̪u,yes,single-word
S_ATTRB_pants_1s_are_blue_01_02_TS.xml,S_ATTRB_pants_1s_are_blue_01_02_TS.wav,2,2.12,4.83,satu,sa↗ꜜt̪u˩,sat̪u,sat̪u,yes,single-word
S_ATTRB_shirt_2nd_sg_inf_be_PRS_black_01_spkrTS.xml,S_ATTRB_shirt_2nd_sg_inf_be_PRS_black_01_spkrTS.wav,1,0,2.08,ña,ɲaː↘,ɲaː,ɲaa,yes,single-word
S_ATTRB_sibling_pl_1st_sg_be_PRS_older_than_1st_sg_02_spkrTS.xml,S_ATTRB_sibling_pl_1st_sg_be_PRS_older_than_1st_sg_02_spkrTS.wav,1,0,2.75,ñani,ɲa↘n↗i,ɲani,ɲani,yes,single-word
S_ATTRB_siblings_1s_are_teachers_01_02_TS.xml,S_ATTRB_siblings_1s_are_teachers_01_02_TS.wav,1,0,3.72,ña,ɲaː↘,ɲaː,ɲaa,yes,single-word
S_ATTRB_siblings_1s_are_teachers_01_02_TS.xml,S_ATTRB_siblings_1s_are_teachers_01_02_TS.wav,2,3.72,6.60,ña,ɲaː↘,ɲaː,ɲaa,yes,single-word
S_ATTRB_siblings_1s_are_teachers_now_01_02_TS.xml,S_ATTRB_siblings_1s_are_teachers_now_01_02_TS.wav,1,0,3.19,ña,ɲaː↘,ɲaː,ɲaa,yes,single-word
S_ATTRB_siblings_1s_are_teachers_now_01_02_TS.xml,S_ATTRB_siblings_1s_are_teachers_now_01_02_TS.wav,2,3.19,6.68,ña,ɲaː↘,ɲaː,ɲaa,yes,single-word
S_CLS1_they_got_maried_and_CLS2_have_3rd_pl_kids_01_spkrTS.xml,S_CLS1_they_got_maried_and_CLS2_have_3rd_pl_kids_01_spkrTS.wav,1,0,2.54,sana,sa˥n˧a,sana,sana,yes,single-word
S_CMND_come_home_with_me_01_02_03_spkrTS.xml,S_CMND_come_home_with_me_01_02_03_spkrTS.wav,1,0,1.17,na,na↗ no˥ʔo↘↗,na noʔo,na noʔo,yes,single-word
S_CMND_come_home_with_me_01_02_03_spkrTS.xml,S_CMND_come_home_with_me_01_02_03_spkrTS.wav,2,1.17,2.32,na,na↗,na,na,yes,single-word
S_CMND_come_home_with_me_01_02_03_spkrTS.xml,S_CMND_come_home_with_me_01_02_03_spkrTS.wav,3,2.32,3.52,na,na˥,na,na,yes,single-word
S_CMND_come_to_work_with_me_01_02_03_spkrTS.xml,S_CMND_come_to_work_with_me_01_02_03_spkrTS.wav,1,0,1.72,nako'o,na˥ko˥ʔo˩,nakoʔo,nakoʔo,yes,single-word
S_CMND_come_to_work_with_me_01_02_03_spkrTS.xml,S_CMND_come_to_work_with_me_01_02_03_spkrTS.wav,2,1.72,3.34,na,na˥ko̰ː↘,nako̰ː,nako̰o̰,yes,single-word
S_CMND_come_to_work_with_me_01_02_03_spkrTS.xml,S_CMND_come_to_work_with_me_01_02_03_spkrTS.wav,3,3.34,4.93,na,nako̰ː,nako̰ː,nako̰o̰,no,single-word
S_CMND_eat_this_tortilla_then_go_01_02_spkrTS.xml,S_CMND_eat_this_tortilla_then_go_01_02_spkrTS.wav,1,0,2.10,katsi,ka↘tsi,katsi,kat͡si,yes,single-word
S_CMND_eat_this_tortilla_then_go_01_02_spkrTS.xml,S_CMND_eat_this_tortilla_then_go_01_02_spkrTS.wav,2,2.10,4.61,katsi,ka↘tsi,katsi,kat͡si,yes,single-word
S_CMND_go_home_with_Pedro_01_02_03_spkrTS.xml,S_CMND_go_home_with_Pedro_01_02_03_spkrTS.wav,1,0,1.62,kuanu'u,kwa↗nu˥ʔu˩,kwanuʔu,kwanuʔu,yes,single-word
S_CMND_go_home_with_Pedro_01_02_03_spkrTS.xml,S_CMND_go_home_with_Pedro_01_02_03_spkrTS.wav,2,1.62,3.45,kuanu'u,kwa↗n↘ũʔũ↘,kwanũʔũ,kwanũʔũ,yes,single-word
S_CMND_go_home_with_Pedro_01_02_03_spkrTS.xml,S_CMND_go_home_with_Pedro_01_02_03_spkrTS.wav,3,3.45,5.15,kuanu'u,kwa↘n↗ũʔũ↘,kwanũʔũ,kwanũʔũ,yes,single-word
S_CMND_go_to_work_with_Pedro_01_02_03_spkrTS.xml,S_CMND_go_to_work_with_Pedro_01_02_03_spkrTS.wav,1,0,1.91,kua'an,kw˥↘ãː,kwãː,kwãː,yes,single-word
S_CMND_go_to_work_with_Pedro_01_02_03_spkrTS.xml,S_CMND_go_to_work_with_Pedro_01_02_03_spkrTS.wav,2,1.91,3.67,kua'an,kwã̰˥ʔã̰˩,kwã̰ʔã̰,kwã̰ʔã̰,yes,single-word
S_CMND_go_to_work_with_Pedro_01_02_03_spkrTS.xml,S_CMND_go_to_work_with_Pedro_01_02_03_spkrTS.wav,3,3.67,5.43,kua'an,kwã̰ː↘,kwã̰ː,kwã̰ː,yes,single-word
S_CMND_look_at_Maria_01_02_03_TS.xml,S_CMND_look_at_Maria_01_02_03_TS.wav,1,0,2.14,kuun,kuː↘,kuː,kuu,yes,single-word
S_CMND_look_at_Maria_01_02_03_TS.xml,S_CMND_look_at_Maria_01_02_03_TS.wav,2,2.14,4.24,<ui k u:_F,k↘uː,kuː,kuu,yes,single-word
S_CMND_look_at_Maria_01_02_03_TS.xml,S_CMND_look_at_Maria_01_02_03_TS.wav,3,4.24,6.07,<ui k u:_F,k↘uː,kuː,kuu,yes,single-word
S_CMND_look_at_Maria_she_works_very_hard_01_02_03_TS.xml,S_CMND_look_at_Maria_she_works_very_hard_01_02_03_TS.wav,1,0,4.41,kuu,kuː↘n,kuːn,kuun,yes,single-word
S_CMND_look_at_Maria_she_works_very_hard_01_02_03_TS.xml,S_CMND_look_at_Maria_she_works_very_hard_01_02_03_TS.wav,2,4.41,6.94,kuu,kuː↘,kuː,kuu,yes,single-word
S_CMND_look_at_Maria_she_works_very_hard_01_02_03_TS.xml,S_CMND_look_at_Maria_she_works_very_hard_01_02_03_TS.wav,3,6.94,9.73,kuu,kuː↘,kuː,kuu,yes,single-word
S_CMND_look_at_Marias_face-look_at_Maria_01_02_03_TS.xml,S_CMND_look_at_Marias_face-look_at_Maria_01_02_03_TS.wav,1,0,1.50,kuu,kuː↘,kuː,kuu,yes,single-word
S_CMND_look_at_Marias_face-look_at_Maria_01_02_03_TS.xml,S_CMND_look_at_Marias_face-look_at_Maria_01_02_03_TS.wav,2,1.50,3.41,kuu,ku↘,ku,ku,yes,single-word
S_CMND_look_at_Marias_face-look_at_Maria_01_02_03_TS.xml,S_CMND_look_at_Marias_face-look_at_Maria_01_02_03_TS.wav,3,3.41,5.35,kuu,ku↘n,kun,kun,yes,single-word
S_CMND_look_into_my_eyes_01_02_03_TS.xml,S_CMND_look_into_my_eyes_01_02_03_TS.wav,1,1.31,3.06,kuu,k↘uː,kuː,kuu,yes,single-word
S_CMND_look_into_my_eyes_01_02_03_TS.xml,S_CMND_look_into_my_eyes_01_02_03_TS.wav,2,3.06,5.08,kuu,kuː↘ꜜn,kuːn,kuun,yes,single-word
S_CMND_look_into_my_eyes_01_02_03_TS.xml,S_CMND_look_into_my_eyes_01_02_03_TS.wav,3,5.08,7.50,kuu,k↘uː,kuː,kuu,yes,single-word
S_CMND_take_DET_PROX_moon_01_spkrJS.xml,S_CMND_take_DET_PROX_moon_01_spkrJS.wav,1,0,2.23,yo'o,jo↗ʔo˧,joʔo,joʔo,yes,single-word
S_CMND_take_the_lamb_from_the_water_because_hes_drowning_01_02_TS.xml,S_CMND_take_the_lamb_from_the_water_because_hes_drowning_01_02_TS.wav,1,0,3.29,tava,d̪˥ava˩,d̪ava,d̪ava,yes,single-word
S_CMND_take_the_lamb_from_the_water_because_hes_drowning_01_02_TS.xml,S_CMND_take_the_lamb_from_the_water_because_hes_drowning_01_02_TS.wav,2,3.29,6.39,tava,d̪a↘v∙a,d̪ava,d̪ava,yes,single-word
S_CMND_walk_backwards_01_02_03_TS.xml,S_CMND_walk_backwards_01_02_03_TS.wav,1,0,1.22,kaka,ka↘ka↘,kaka,kaka,yes,single-word
S_CMND_walk_backwards_01_02_03_TS.xml,S_CMND_walk_backwards_01_02_03_TS.wav,2,1.22,2.35,kaka,ka↘ka↘,kaka,kaka,yes,single-word
S_CMND_walk_backwards_01_02_03_TS.xml,S_CMND_walk_backwards_01_02_03_TS.wav,3,2.35,3.45,kaka,ka˩ka˩,kaka,kaka,yes,single-word
S_DEC_rain_COMPL_last_night_03_spkrTS.xml,S_DEC_rain_COMPL_last_night_03_spkrTS.wav,1,0,2.34,ni,n↘i,ni,ni,yes,single-word
S_DEC_rain_FUT_tomorrow_03_spkrTS.xml,S_DEC_rain_FUT_tomorrow_03_spkrTS.wav,1,0,2.25,kuukuun,kuː↘kũː↘,kuːkũː,kuukũː,yes,single-word
S_EQTV_be_teachers_1st_pl_incl_sister_1st_sg_brother_1st_sg_1st_01_sg_spkrTS.xml,S_EQTV_be_teachers_1st_pl_incl_sister_1st_sg_brother_1st_sg_1st_01_sg_spkrTS.wav,1,0,5.18,kua'a,kwaː↗↘,kwaː,kwaa,yes,single-word
S_I_am_happy_01_02_TS.xml,S_I_am_happy_01_02_TS.wav,1,0,1.50,kuacha,kwa˥tʃa˥,kwatʃa,kwat͡ʃa,yes,single-word
S_I_am_happy_01_02_TS.xml,S_I_am_happy_01_02_TS.wav,2,1.50,3.20,kuacha,kwa˥tʃa˥,kwatʃa,kwat͡ʃa,yes,single-word
S_I_am_not_eating_breakfast_right_now_Im_reading_a_book_01_spkrTS.xml,S_I_am_not_eating_breakfast_right_now_Im_reading_a_book_01_spkrTS.wav,1,0,3.58,kue,kwe˩,kwe,kwe,yes,single-word
S_I_ate_bread_and_cheese_for_breakfast_this_morning_01_spkrTS.xml,S_I_ate_bread_and_cheese_for_breakfast_this_morning_01_spkrTS.wav,1,0,2.99,tsisini,tsi˩tsi˥ni↘,tsitsini,t͡sit͡sini,yes,single-word
S_I_eat_food_every_morning_01_02_03_TS.xml,S_I_eat_food_every_morning_01_02_03_TS.wav,1,0,2.03,tsitsa'an yu,tsi˧tsa˥ʔã↘,tsitsaʔã,t͡sit͡saʔã,yes,single-word
S_I_eat_food_every_morning_01_02_03_TS.xml,S_I_eat_food_every_morning_01_02_03_TS.wav,2,2.03,3.47,tsitsa'an yu,tsi˧tsã̰ː˥˩,tsitsã̰ː,t͡sit͡sã̰ː,yes,single-word
S_I_eat_food_every_morning_01_02_03_TS.xml,S_I_eat_food_every_morning_01_02_03_TS.wav,3,3.47,5.53,tsitsa'an yu,tsi˧tsa˥ʔã˩,tsitsaʔã,t͡sit͡saʔã,yes,single-word
S_I_left_before_my_sister-my_sister_left_after_I_left_01_02_TS.xml,S_I_left_before_my_sister-my_sister_left_after_I_left_01_02_TS.wav,1,0,2.91,xina,ʃi˥na,ʃina,ʃina,yes,single-word
S_I_stepped_on_a_scorpion_01_02_TS.xml,S_I_stepped_on_a_scorpion_01_02_TS.wav,1,0,1.75,tsa'i,tsã̰ḭ˩˧,tsã̰ḭ,t͡sã̰ḭ,yes,single-word
