file,channels,samplerate,duration_sec,format
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_bat_fly_FUT_out_of_the_cave_01_02_TS.wav,1,96000,5.75,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_bee_is_flying_around_the_tree_01_02_03_TS.wav,1,96000,9.8,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_crow_is_flying_high_01_02_03_TS.wav,1,96000,7.06,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_dog_is_walking_towards_the_kids_01_02_spkrTS.wav,1,96000,6.71,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_dogs_are_walking_away_from_eachother_01_02_03_spkrTS.wav,1,96000,6.96,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_hawk_fly_COMPL_in_front_of_1s_01_02_03_TS.wav,1,96000,6.25,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_hawk_fly_COMPL_infront_of_3s_inf_01_02_03_TS.wav,1,96000,5.65,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_house_is_on_the_bottom_of_the_hill_01_02.wav,1,96000,4.32,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_little_kid_put_the_cat_up_in_the_tree_01_02_spkrTS.wav,1,96000,6.95,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_lizard_beLOC_in_the_boys_hand_01_02_03_TS.wav,1,96000,11.77,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_owl_fly_COMPL_into_the_tree_01_02_03_TS.wav,1,96000,7.87,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_red_and_yellow_bird_sings_01_spkrJS.wav,1,96000,3.9,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_squirrel_eats_the_lion_02_spkrJS.wav,1,96000,2.65,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_sun_shines_today_01_02_JS.wav,1,96000,5.35,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_swallow_fly_away_COMPL_because_he_saw_a_vulcher_01_02_03_TS.wav,1,96000,11.63,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_tree_LOC_DIST_01_02_spkrTS.wav,1,96000,3.37,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_tree_LOC_DIST_from_me_01_02_03_spkrTS.wav,1,96000,7.08,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_tree_LOC_PROX_01_02_03_spkrTS.wav,1,96000,4.48,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_tree_LOC_PROX_me_01_02_03_spkrTS.wav,1,96000,6.49,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_vase_has_some_water_01_TS.wav,1,96000,1.04,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_vase_is_empty_01_02_TS.wav,1,96000,2.79,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_woodpecker_fly_COMPL_in_front_of_3s_01_02_03_TS.wav,1,96000,6.84,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_woodpecker_fly_COMPL_over_1s_01_02_03_TS.wav,1,96000,7.62,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_the_woodpecker_fly_COMPL_over_the_field_01_02_03_04_TS.wav,1,96000,10.22,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_there_is_an_ant_beLOC_on_my_leg_03_TS.wav,1,96000,2.44,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_they_both_got_3rd_pl_inf_home_at_the_same_time_01_02_03spkrTS.wav,1,96000,4.13,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_they_f_sew_clothes_very_well_01_spkrTS.wav,1,96000,1.96,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_throw_3s_form_m_IMP_ball_DIR_1s_01_02_TS.wav,1,96000,4.34,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_tree_LOC_PROX_01_02_03_TS.wav,1,96000,3.88,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_want_1st_sg_it_to_rain_tomorrow_03_spkrTS.wav,1,96000,3.88,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_wash_1st_sg_FUT_NEG_dog_1st_sg_01_02_TS.wav,1,96000,3.43,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_wash_1st_sg_FUT_dog_1st_sg_01_02_TS.wav,1,96000,3.29,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_we_ate_rice_and_beans_for_breakfast_last_saturday_01_02_TS.wav,1,96000,8.67,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_we_studied_alot_01_02_TS.wav,1,96000,3.11,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_who_wants_to_blow_01_JS.wav,1,22050,1.52,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_woman-COP-beautiful_01_02_03_JS.wav,1,44100,6.51,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_work_1st_sg_instead_of_Maria_01_02_03_TS.wav,1,96000,8.66,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_you_2s_inf_smell_bad_01_02_03_spkrTS.wav,1,96000,4.1,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/S_you_2s_inf_smell_good_01_02_03_spkrTS.wav,1,96000,3.65,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_CMND_lay_down_01_02_03_TS.wav,1,96000,3.5,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_CMND_sit_down_01_02_03_spkrTS.wav,1,96000,3.63,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_CMND_sit_down_in_back_of_me_01_02_03_spkrTS.wav,1,96000,4.36,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_CMND_sit_down_in_front_of_me_01_02_03_spkrTS.wav,1,96000,4.41,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_CMND_sit_down_next_to_me_01_02_spkrTS.wav,1,96000,3.05,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_CMND_stand_up_01_02_03_spkrTS.wav,1,96000,3.37,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_MTN_flee_02_spkrTS.wav,1,96000,0.69,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_be_hungry-be_dying_of_hunger_02_JS.wav,1,96000,1.31,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_boil_01_02_JS.wav,1,96000,1.57,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_bring-down_01_02_TS.wav,1,96000,1.71,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_cut_01_JS.wav,1,96000,1.19,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_cut_1s_01_JS.wav,1,96000,1.06,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_cut_1s_02_JS.wav,1,96000,1.02,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_draw_01_spkrJS.wav,1,96000,0.86,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_draw_02_spkrJS.wav,1,96000,0.84,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_drink_1s_01_02_TS.wav,1,96000,1.21,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_eat_1s_FUT_03_TS.wav,1,96000,0.73,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_eat_dinner_04_JS.wav,1,96000,0.82,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_eat_lunch_01_JS.wav,1,96000,0.7,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_fart_01_02_03_spkrTS.wav,1,96000,2.45,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_give_02_spkrJS.wav,1,96000,0.66,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_give_03_spkrJS.wav,1,96000,0.84,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_give_1st_sg_FUT_01_02_spkrJS.wav,1,96000,1.86,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_give_2nd_sg_inf_FUT_02_spkrJS.wav,1,96000,0.76,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_go_2nd_pl_form_01_02_spkrJS.wav,1,44100,1.83,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_go_2nd_pl_inf_01_02_spkrJS.wav,1,44100,1.69,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_go_2nd_sg_form_01_02_spkrJS.wav,1,44100,1.66,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_go_2nd_sg_inf_02_spkrJS.wav,1,44100,0.64,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_go_2nd_sg_inf_FUT_02_spkrJS.wav,1,44100,0.87,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_go_3rd_pl_form_all_03_04_JS.wav,1,44100,2.65,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_go_3rd_pl_form_all_FUT_02_spkrJS.wav,1,44100,1.19,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_go_3rd_pl_inf_01_spkrJS.wav,1,96000,1.16,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_go_3rd_sg_form_f_FUT_01_spkrJS.wav,1,44100,1.09,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_go_3s_form_m_FUT_01_02_JS.wav,1,44100,3.21,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_jump_1st_sg_FUT_01_spkrTS.wav,1,96000,1.26,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_jump_3rd_sg_inf_01_spkrJS.wav,1,96000,0.74,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_jump_3rd_sg_inf_FUT_03_spkrJS.wav,1,96000,0.94,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_kill_01_spkrJS.wav,1,96000,0.63,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_kill_02_spkrJS.wav,1,96000,0.64,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_read_01_spkrJS.wav,1,96000,0.62,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_read_02_spkrJS.wav,1,96000,0.61,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_01_JS.wav,1,96000,1.12,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_02_spkrJS.wav,1,96000,0.98,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_1st_pl_01_02_spkrJS.wav,1,96000,2.58,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_1st_sg_01_spkrJS.wav,1,96000,0.97,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_1st_sg_02_spkrJS.wav,1,96000,1.01,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_2nd_pl_form_01_02_spkrJS.wav,1,96000,2.28,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_2nd_pl_inf_01_spkrJS.wav,1,96000,1.19,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_2nd_sg_form_01_spkrJS.wav,1,96000,1.0,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_2nd_sg_inf_01_spkrJS.wav,1,96000,0.96,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_2nd_sg_inf_02_spkrJS.wav,1,96000,1.14,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_3rd_pl_form_all_01_02_spkrJS.wav,1,96000,2.31,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_3rd_pl_inf_01_spkrJS.wav,1,96000,1.38,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_3rd_sg_form_m_01_02_spkrJS.wav,1,96000,1.92,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_3rd_sg_inf_01_spkrJS.wav,1,96000,1.05,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_run_3rd_sg_inf_02_spkrJS.wav,1,96000,0.75,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_see_01_02_spkrTS.wav,1,96000,3.37,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_shine_02_spkrJS.wav,1,96000,0.87,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_sing_01_02_spkrTS.wav,1,96000,1.77,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_sing_3rd_pl_inf_01_spkrJS.wav,1,96000,1.24,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_sleep_01_spkrJS.wav,1,96000,0.64,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_sleep_02_spkrJS.wav,1,96000,0.64,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_sleep_1st_sg_01_spkrJS.wav,1,96000,0.79,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_sleep_1st_sg_02_spkrJS.wav,1,96000,0.79,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_smell_01_02_03_TS.wav,1,96000,2.05,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_speak_01_02_03_04_05_TS.wav,1,96000,4.42,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_speak_1st_sg_01_spkrTS.wav,1,96000,0.76,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_teach_01_02_03_TS.wav,1,96000,2.06,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_think_old_01_spkrJS.wav,1,96000,1.31,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_think_yng_03_spkrJS.wav,1,96000,1.03,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_whisper_01_02_TS.wav,1,96000,1.09,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/V_yell_01_02_spkrTS.wav,1,96000,1.43,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_what_01_spkrJS.wav,1,96000,0.65,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_what_01_spkrTS.wav,1,32000,0.57,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_what_02_spkrJS.wav,1,96000,0.61,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_what_02_spkrTS.wav,1,32000,0.7,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_what_03_spkrTS.wav,1,32000,0.54,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_when_01_spkrTS.wav,1,32000,0.7,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_when_02_spkrTS.wav,1,32000,0.78,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_when_03_spkrTS.wav,1,32000,0.63,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_where_01_spkrTS.wav,1,32000,0.75,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_where_02_spkrTS.wav,1,32000,0.76,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_where_04_spkrJS.wav,1,96000,0.87,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_who_01_spkrJS.wav,1,96000,0.53,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_who_01_spkrTS.wav,1,32000,0.55,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_who_02_spkrJS.wav,1,96000,0.68,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/WH_Q_who_02_spkrTS.wav,1,32000,0.58,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/be_at_home_PRES_1s_01_02_03_TS.wav,1,96000,11.49,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/be_at_home_PST_3s-inf_01_02_03_TS.wav,1,96000,7.36,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/body_part_relations_penis_legs_01_02_TS.wav,1,96000,6.92,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/cabeza-sombrero_TS.wav,1,96000,11.21,WAV
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/media/speech-mix/with-txtgrd/s_the_bat_fly_COMPL_enter_COMPL_the_cave_01_02_03_TS.wav,1,96000,8.06,WAV
